sample_id,rainfall_24h_mm,soil_moisture_pct,slope_deg,ground_movement_mm,elevation_m,curvature,failure_occurred
SMP-01625,165.3,93.2,13.1,2.76,2427.0,0.41,1
SMP-01626,113.3,88.0,13.1,8.69,2463.0,-0.33,1
SMP-01627,139.5,89.6,48.8,2.02,330.0,-0.34,1
SMP-01628,231.6,54.8,45.3,5.33,2784.0,0.34,1
SMP-01629,86.6,73.0,28.3,3.18,2678.0,-0.34,0
SMP-01630,196.5,90.2,34.9,4.25,2512.0,0.36,1
SMP-01631,59.2,69.8,29.7,5.48,486.0,-0.01,1
SMP-01632,107.2,41.4,22.6,4.06,2014.0,-0.18,0
SMP-01633,140.7,69.2,19.8,9.3,3098.0,0.11,1
SMP-01634,91.4,65.8,30.1,2.86,330.0,-0.45,0
SMP-01635,94.5,79.6,20.2,6.55,1531.0,-0.2,0
SMP-01636,240.1,83.1,47.4,1.29,657.0,-0.31,1
SMP-01637,27.1,52.5,40.9,0.75,802.0,0.28,0
SMP-01638,257.3,76.3,47.3,4.59,2030.0,0.45,1
SMP-01639,150.4,56.0,33.1,8.67,2142.0,-0.2,1
SMP-01640,121.6,85.1,14.4,1.74,2785.0,0.41,0
SMP-01641,10.4,62.7,46.7,2.69,2324.0,-0.33,0
SMP-01642,92.8,80.0,30.8,9.26,2835.0,0.1,1
SMP-01643,120.4,80.7,40.0,3.06,1415.0,-0.04,1
SMP-01644,219.7,34.1,28.7,7.57,520.0,0.39,1
SMP-01645,252.8,66.0,22.0,5.05,2504.0,0.42,1
SMP-01646,10.1,71.1,43.3,3.61,2282.0,0.25,0
SMP-01647,84.6,37.4,20.5,4.91,823.0,-0.04,0
SMP-01648,249.1,76.3,19.2,3.66,1400.0,0.3,1
SMP-01649,121.1,72.9,47.0,3.12,1338.0,0.49,1
SMP-01650,89.6,32.6,14.6,2.51,1751.0,0.5,0
SMP-01651,236.9,44.1,24.5,6.46,3111.0,0.32,1
SMP-01652,238.9,52.4,37.1,8.54,3061.0,-0.02,1
SMP-01653,116.1,78.1,50.2,2.59,3067.0,0.35,1
SMP-01654,25.0,89.5,50.2,4.88,2622.0,-0.31,1
SMP-01655,134.1,42.5,19.4,0.87,1322.0,-0.31,0
SMP-01656,36.4,52.6,50.1,3.29,1638.0,0.17,0
SMP-01657,197.4,93.6,35.5,5.99,1396.0,-0.27,1
SMP-01658,87.5,30.7,22.0,7.25,2282.0,0.2,0
SMP-01659,171.0,50.7,27.4,9.39,1744.0,0.09,1
SMP-01660,57.8,93.8,22.8,5.61,1645.0,-0.1,0
SMP-01661,227.8,38.5,18.4,1.79,2808.0,0.36,1
SMP-01662,179.8,55.1,18.0,3.57,2964.0,0.06,0
SMP-01663,17.3,96.8,21.2,2.52,1739.0,-0.36,0
SMP-01664,21.4,80.4,30.5,6.94,896.0,0.28,0
SMP-01665,194.6,87.8,24.0,4.82,2514.0,0.17,1
SMP-01666,219.9,94.1,26.7,8.33,1037.0,0.49,1
SMP-01667,18.8,51.1,41.0,7.2,545.0,-0.46,1
SMP-01668,221.9,57.8,43.5,7.29,3054.0,0.15,1
SMP-01669,172.6,67.0,19.7,0.9,1760.0,0.31,1
SMP-01670,254.9,37.2,49.6,5.85,1581.0,-0.43,1
SMP-01671,162.9,35.7,50.5,7.79,2922.0,0.32,1
SMP-01672,99.0,89.2,24.2,1.35,516.0,-0.15,0
SMP-01673,251.7,59.4,49.5,8.91,2810.0,0.01,1
SMP-01674,113.8,43.9,42.4,4.11,584.0,-0.07,0
SMP-01675,176.5,78.6,13.4,7.96,2888.0,-0.41,1
SMP-01676,135.5,95.6,49.4,1.21,2222.0,0.48,1
SMP-01677,122.9,84.2,23.1,5.73,1280.0,-0.07,1
SMP-01678,258.3,40.3,51.5,4.31,2559.0,0.38,1
SMP-01679,207.9,75.1,49.0,2.99,2049.0,0.34,1
SMP-01680,190.2,79.5,51.6,1.09,785.0,0.42,1
SMP-01681,48.5,58.9,41.4,6.36,2207.0,-0.3,0
SMP-01682,30.4,31.3,29.2,6.87,2728.0,-0.07,0
SMP-01683,252.2,79.8,19.6,8.52,1340.0,0.22,1
SMP-01684,194.5,73.9,24.9,8.23,2121.0,-0.42,1
SMP-01685,102.0,31.8,18.7,9.11,1386.0,0.26,0
SMP-01686,215.5,93.8,39.1,4.09,1205.0,0.24,1
SMP-01687,239.5,50.3,15.9,5.73,640.0,0.03,1
SMP-01688,223.1,76.2,27.1,5.21,1813.0,0.07,1
SMP-01689,251.7,50.6,46.1,0.42,2667.0,0.48,1
SMP-01690,41.7,94.0,24.6,0.8,1882.0,0.19,0
SMP-01691,101.1,42.9,18.3,9.36,1926.0,-0.2,0
SMP-01692,221.9,75.5,41.4,1.25,598.0,-0.32,1
SMP-01693,29.9,61.8,38.3,2.03,1390.0,0.19,0
SMP-01694,111.2,70.8,41.5,1.4,1359.0,-0.41,0
SMP-01695,185.4,67.2,18.3,3.75,1336.0,-0.28,1
SMP-01696,11.2,53.8,15.4,4.33,3106.0,0.49,0
SMP-01697,73.2,77.2,38.5,1.71,2296.0,0.02,0
SMP-01698,154.5,61.7,50.5,7.06,2734.0,-0.4,1
SMP-01699,64.5,46.6,15.2,7.45,1023.0,-0.04,0
SMP-01700,246.9,48.2,27.8,6.35,1419.0,-0.06,1
SMP-01701,116.4,80.5,37.7,0.35,3006.0,-0.26,1
SMP-01702,102.7,37.4,33.4,6.53,741.0,0.47,0
SMP-01703,187.2,65.8,19.0,2.66,3017.0,-0.28,0
SMP-01704,173.5,68.0,29.0,6.08,721.0,0.22,1
SMP-01705,132.8,87.4,23.1,4.44,2205.0,-0.13,0
SMP-01706,250.8,30.5,19.3,3.4,771.0,-0.31,1
SMP-01707,43.1,62.6,33.2,2.65,1558.0,-0.22,0
SMP-01708,193.1,59.9,41.2,3.27,973.0,-0.24,1
SMP-01709,253.6,97.1,28.8,2.01,2554.0,0.38,1
SMP-01710,194.1,68.3,49.4,4.82,1679.0,0.5,1
SMP-01711,77.6,45.8,47.3,1.22,1303.0,-0.3,0
SMP-01712,43.0,47.8,13.5,1.46,2102.0,-0.32,0
SMP-01713,109.3,97.8,48.0,7.37,2262.0,0.44,1
SMP-01714,186.4,34.8,38.1,4.2,516.0,0.33,1
SMP-01715,85.2,39.8,29.9,4.14,2161.0,-0.49,0
SMP-01716,66.5,60.0,44.4,2.13,490.0,0.15,0
SMP-01717,238.4,48.6,34.1,3.16,2571.0,-0.2,1
SMP-01718,242.1,35.7,18.4,3.72,603.0,0.44,1
SMP-01719,180.8,38.1,44.1,5.97,1112.0,-0.4,1
SMP-01720,61.1,85.2,37.6,3.0,593.0,0.08,0
SMP-01721,201.3,45.0,19.0,2.99,803.0,0.45,0
SMP-01722,27.7,33.7,41.6,0.89,2588.0,0.39,0
SMP-01723,73.0,38.6,42.9,0.38,2454.0,-0.01,0
SMP-01724,141.4,33.8,20.9,1.76,1370.0,-0.27,0
SMP-01725,163.0,58.5,49.8,0.45,703.0,0.47,1
SMP-01726,83.6,66.6,43.9,1.0,2655.0,0.24,0
SMP-01727,115.7,82.3,17.0,5.85,831.0,0.14,1
SMP-01728,64.9,34.4,20.8,4.01,2343.0,0.44,0
SMP-01729,188.4,60.1,44.7,8.82,2093.0,0.31,1
SMP-01730,63.7,63.5,24.2,6.53,1009.0,-0.27,0
SMP-01731,40.2,36.0,47.3,1.02,2519.0,0.31,0
SMP-01732,69.5,87.7,17.7,7.84,488.0,0.47,1
SMP-01733,168.1,58.1,25.5,5.21,2601.0,-0.47,1
SMP-01734,55.0,95.8,33.0,1.17,2888.0,0.19,0
SMP-01735,25.2,52.6,42.9,5.94,875.0,-0.03,0
SMP-01736,95.8,42.5,21.6,7.77,2012.0,-0.21,0
SMP-01737,31.8,40.8,14.8,6.33,1496.0,-0.05,0
SMP-01738,30.2,37.5,18.0,9.47,3084.0,-0.06,0
SMP-01739,45.9,68.4,28.0,5.19,2328.0,0.03,0
SMP-01740,220.1,88.2,13.2,7.02,2222.0,0.19,1
SMP-01741,47.6,75.0,12.3,5.09,2650.0,-0.16,0
SMP-01742,64.4,75.1,50.0,9.43,587.0,-0.1,0
SMP-01743,201.7,53.6,51.3,9.35,685.0,0.21,1
SMP-01744,232.9,58.8,15.6,8.61,3049.0,-0.24,1
SMP-01745,14.5,35.8,48.1,8.64,2640.0,0.25,0
SMP-01746,157.8,42.9,50.4,7.8,1537.0,0.09,1
SMP-01747,87.0,45.9,40.3,4.51,1852.0,0.06,1
SMP-01748,200.7,69.2,21.9,5.6,438.0,-0.38,1
SMP-01749,88.7,48.4,43.6,1.7,1193.0,0.29,0
SMP-01750,101.8,69.3,21.5,7.44,3163.0,0.06,0
SMP-01751,164.2,45.3,12.5,1.86,409.0,0.1,1
SMP-01752,24.4,95.0,28.7,6.69,1852.0,0.06,0
SMP-01753,146.4,68.2,16.7,9.43,1904.0,-0.22,0
SMP-01754,246.0,86.0,42.9,2.57,1403.0,-0.42,1
SMP-01755,215.4,42.8,48.3,8.19,860.0,-0.34,1
SMP-01756,256.1,82.9,38.0,9.27,1050.0,-0.23,1
SMP-01757,64.4,65.6,19.4,0.91,2377.0,0.15,0
SMP-01758,174.8,46.4,25.5,7.69,447.0,0.19,1
SMP-01759,20.7,53.6,41.1,0.91,1947.0,0.28,0
SMP-01760,72.1,61.8,44.7,8.75,3043.0,0.41,1
SMP-01761,64.0,91.3,50.7,7.99,628.0,0.31,1
SMP-01762,217.0,46.8,28.6,5.17,2977.0,-0.27,1
SMP-01763,36.0,51.4,50.0,8.6,2261.0,-0.01,1
SMP-01764,26.6,48.8,41.0,8.43,1879.0,-0.29,0
SMP-01765,221.4,67.5,31.1,2.17,310.0,-0.29,1
SMP-01766,152.5,36.0,15.0,0.47,960.0,-0.3,0
SMP-01767,62.8,35.2,30.4,1.32,1877.0,0.2,0
SMP-01768,65.9,41.8,24.2,2.67,967.0,-0.28,0
SMP-01769,81.5,82.3,50.3,5.6,3130.0,0.17,1
SMP-01770,138.1,94.7,22.8,4.41,681.0,-0.48,1
SMP-01771,72.9,88.9,44.5,2.32,1252.0,-0.2,0
SMP-01772,43.5,70.0,27.7,5.28,413.0,0.38,0
SMP-01773,226.4,39.0,24.0,5.66,1996.0,0.46,1
SMP-01774,224.4,61.3,12.3,8.11,1887.0,-0.33,1
SMP-01775,215.4,51.4,23.5,8.84,2447.0,-0.09,1
SMP-01776,247.6,79.4,35.6,3.7,503.0,-0.31,1
SMP-01777,57.5,73.2,23.2,1.66,1199.0,-0.05,0
SMP-01778,114.6,74.4,50.5,0.93,398.0,0.05,1
SMP-01779,158.3,61.0,38.7,5.77,2825.0,0.09,1
SMP-01780,138.3,47.1,21.9,2.6,2120.0,-0.27,0
SMP-01781,51.8,48.1,13.1,8.86,1358.0,-0.22,0
SMP-01782,205.4,33.8,15.6,3.21,1996.0,0.36,0
SMP-01783,241.5,75.4,45.9,9.05,2383.0,-0.36,1
SMP-01784,91.3,97.9,39.1,3.85,1671.0,0.07,1
SMP-01785,80.4,36.8,21.1,6.81,1240.0,-0.25,0
SMP-01786,127.5,82.1,41.1,7.47,2385.0,-0.28,1
SMP-01787,32.4,75.5,17.8,2.8,970.0,-0.07,0
SMP-01788,244.8,70.0,39.2,3.05,1147.0,-0.2,1
SMP-01789,138.1,76.8,27.1,6.3,2460.0,0.14,1
SMP-01790,15.2,46.8,20.2,3.29,1151.0,-0.5,0
SMP-01791,167.8,30.8,32.2,5.79,1340.0,0.27,0
SMP-01792,196.9,70.2,27.0,4.8,1153.0,-0.16,1
SMP-01793,99.7,40.1,39.6,2.95,2836.0,0.33,0
SMP-01794,250.4,44.5,16.5,5.79,966.0,0.15,1
SMP-01795,169.6,76.1,29.3,7.69,1927.0,-0.46,1
SMP-01796,106.0,54.9,46.5,5.99,2265.0,0.11,1
SMP-01797,230.9,76.6,12.2,0.9,2176.0,-0.47,1
SMP-01798,244.5,35.5,37.7,5.56,2885.0,0.13,1
SMP-01799,233.3,53.1,13.0,8.92,551.0,-0.03,1
SMP-01800,179.4,79.0,22.4,7.01,2217.0,-0.17,1
SMP-01801,133.0,35.0,17.4,7.88,2986.0,0.3,0
SMP-01802,165.6,38.2,46.0,2.61,1946.0,-0.06,0
SMP-01803,17.7,71.7,20.3,1.54,652.0,-0.04,0
SMP-01804,176.5,72.3,24.1,8.74,721.0,-0.27,1
SMP-01805,87.5,51.3,32.7,5.3,955.0,0.0,0
SMP-01806,147.1,83.3,45.6,1.74,2263.0,0.26,1
SMP-01807,255.6,75.1,45.4,2.0,2768.0,-0.18,1
SMP-01808,41.2,54.3,17.8,3.2,600.0,0.29,0
SMP-01809,73.6,33.8,42.3,4.13,562.0,0.07,0
SMP-01810,223.1,76.9,30.6,4.66,2248.0,-0.09,1
SMP-01811,42.9,70.6,31.8,3.83,1476.0,-0.13,0
SMP-01812,147.4,59.7,31.1,9.46,1015.0,-0.42,1
SMP-01813,238.2,64.9,36.1,6.63,989.0,-0.1,1
SMP-01814,100.8,71.6,42.5,8.58,2723.0,-0.42,1
SMP-01815,151.8,32.8,28.5,8.37,2957.0,-0.1,1
SMP-01816,51.5,79.4,29.1,1.99,2883.0,0.19,0
SMP-01817,138.2,67.1,12.5,0.45,2395.0,-0.27,0
SMP-01818,162.6,59.8,47.5,9.05,1835.0,0.22,1
SMP-01819,129.7,82.3,39.0,9.27,369.0,0.07,1
SMP-01820,81.6,31.2,14.0,2.95,1358.0,0.27,0
SMP-01821,238.2,89.0,44.6,7.52,1028.0,0.21,1
SMP-01822,138.7,91.8,33.2,3.18,2265.0,-0.17,1
SMP-01823,84.8,86.4,15.2,5.33,2640.0,-0.1,1
SMP-01824,254.8,63.2,51.1,2.15,1604.0,0.13,1
SMP-01825,13.7,82.6,40.8,9.14,1626.0,0.05,0
SMP-01826,201.7,54.9,50.5,7.51,1969.0,-0.3,1
SMP-01827,146.1,64.9,15.1,5.37,2519.0,0.19,0
SMP-01828,49.8,69.8,37.0,4.98,2655.0,-0.37,0
SMP-01829,105.8,63.2,37.7,1.44,559.0,0.25,0
SMP-01830,177.7,52.3,13.3,2.86,1817.0,-0.14,0
SMP-01831,148.6,59.4,31.0,4.95,1298.0,-0.44,0
SMP-01832,220.1,83.6,34.2,6.65,2229.0,-0.12,1
SMP-01833,129.3,83.3,24.6,5.73,2321.0,0.27,1
SMP-01834,166.5,42.9,38.7,2.59,2705.0,0.16,0
SMP-01835,81.7,78.4,44.4,1.55,322.0,0.34,1
SMP-01836,150.6,30.7,41.6,0.76,3108.0,-0.43,0
SMP-01837,182.9,35.0,42.9,4.95,558.0,-0.19,1
SMP-01838,138.6,63.9,46.8,3.89,1832.0,0.03,1
SMP-01839,228.0,62.4,33.0,9.22,788.0,0.32,1
SMP-01840,164.9,30.8,50.6,5.72,1447.0,0.12,1
SMP-01841,115.0,65.3,18.4,5.71,906.0,-0.12,0
SMP-01842,169.7,90.2,36.3,1.69,1847.0,0.49,1
SMP-01843,248.7,40.2,46.1,1.24,988.0,0.12,1
SMP-01844,226.6,39.8,22.7,0.67,1972.0,0.26,0
SMP-01845,169.3,56.2,31.8,3.39,2509.0,-0.33,1
SMP-01846,218.1,54.7,36.3,8.32,1315.0,-0.46,1
SMP-01847,94.5,48.9,45.1,2.47,2365.0,0.08,0
SMP-01848,161.6,52.1,48.5,4.26,1248.0,0.03,1
SMP-01849,181.6,57.3,25.6,1.98,2241.0,0.45,1
SMP-01850,200.1,48.2,37.8,1.06,2127.0,-0.14,1
SMP-01851,134.4,93.9,33.6,2.59,741.0,0.44,1
SMP-01852,236.3,76.8,16.3,0.96,2324.0,0.39,1
SMP-01853,245.6,44.5,18.1,3.91,479.0,0.36,1
SMP-01854,204.6,48.4,46.2,0.91,2571.0,-0.15,1
SMP-01855,128.6,80.3,31.3,6.85,2157.0,-0.25,1
SMP-01856,23.9,69.5,27.5,2.83,1042.0,0.05,0
SMP-01857,210.4,77.4,20.2,0.54,2386.0,0.17,1
SMP-01858,172.9,50.7,30.6,2.15,1251.0,-0.46,0
SMP-01859,107.5,71.0,38.2,6.03,2459.0,0.13,0
SMP-01860,99.0,76.3,26.0,6.95,2021.0,-0.4,1
SMP-01861,162.8,65.3,24.5,1.8,1456.0,0.19,0
SMP-01862,247.2,34.1,29.1,0.48,393.0,-0.37,1
SMP-01863,103.4,48.5,19.1,1.39,2146.0,0.43,0
SMP-01864,128.5,38.1,16.1,8.24,1317.0,-0.14,0
SMP-01865,201.6,72.8,26.7,0.17,1663.0,-0.49,1
SMP-01866,121.3,44.7,20.5,1.69,1545.0,0.39,0
SMP-01867,205.3,63.4,49.6,6.83,1061.0,-0.03,1
SMP-01868,190.9,65.7,45.3,8.47,1685.0,0.38,1
SMP-01869,46.5,46.8,14.5,7.87,2562.0,-0.01,0
SMP-01870,190.3,69.1,36.5,3.96,1818.0,0.09,1
SMP-01871,211.5,92.3,35.4,2.31,608.0,-0.49,1
SMP-01872,104.4,54.5,34.4,0.45,2504.0,0.49,0
SMP-01873,90.7,82.8,20.3,7.19,3072.0,-0.45,1
SMP-01874,142.3,44.6,39.5,6.52,867.0,-0.23,0
SMP-01875,149.5,56.0,43.4,9.25,1522.0,-0.23,1
SMP-01876,48.7,37.6,24.6,5.87,1336.0,0.36,0
SMP-01877,205.5,72.2,27.0,8.33,456.0,0.45,1
SMP-01878,259.5,61.7,24.9,8.5,323.0,0.07,1
SMP-01879,101.0,44.9,37.5,9.36,2402.0,-0.39,1
SMP-01880,112.6,89.3,45.6,7.47,2502.0,-0.47,1
SMP-01881,132.5,60.9,34.5,7.39,1742.0,0.41,1
SMP-01882,105.6,92.0,21.2,1.88,2194.0,0.26,0
SMP-01883,91.3,87.8,14.5,8.57,2780.0,-0.35,0
SMP-01884,185.1,38.6,41.9,6.73,2331.0,0.38,1
SMP-01885,144.3,76.5,29.1,2.66,1983.0,0.44,1
SMP-01886,55.2,36.1,22.4,4.88,540.0,0.06,0
SMP-01887,128.6,42.7,37.6,1.23,2242.0,0.06,0
SMP-01888,47.2,97.1,47.8,4.21,3086.0,-0.41,1
SMP-01889,204.5,84.0,43.7,0.86,1518.0,-0.07,1
SMP-01890,47.8,88.3,20.4,2.15,423.0,0.34,0
SMP-01891,41.0,75.7,40.2,5.24,460.0,0.18,0
SMP-01892,158.5,52.0,31.3,8.55,2449.0,-0.03,1
SMP-01893,53.4,74.2,16.9,3.93,2716.0,-0.38,0
SMP-01894,13.8,37.9,40.1,7.12,2863.0,0.24,0
SMP-01895,134.6,62.7,15.6,6.46,1194.0,-0.25,0
SMP-01896,32.8,39.2,14.6,5.18,2941.0,-0.5,0
SMP-01897,104.7,44.1,40.9,6.34,1917.0,0.24,0
SMP-01898,157.5,43.0,39.0,3.9,1865.0,-0.25,0
SMP-01899,196.6,40.4,34.8,6.96,362.0,-0.05,1
SMP-01900,167.7,72.1,19.7,7.83,1494.0,0.28,1
SMP-01901,156.5,92.4,27.0,0.2,2806.0,-0.21,1
SMP-01902,114.8,92.3,50.4,6.67,1371.0,-0.48,1
SMP-01903,23.8,46.7,14.0,6.07,2292.0,0.08,0
SMP-01904,78.2,41.2,31.6,2.3,1147.0,0.14,0
SMP-01905,80.7,38.6,27.3,0.56,648.0,-0.4,0
SMP-01906,239.0,94.3,39.7,9.46,3198.0,-0.46,1
SMP-01907,154.9,41.2,28.8,3.29,1148.0,-0.22,1
SMP-01908,47.7,43.3,35.8,7.86,2811.0,-0.37,0
SMP-01909,209.5,65.9,31.2,5.42,993.0,0.35,1
SMP-01910,15.7,52.0,38.7,0.42,1046.0,0.23,0
SMP-01911,154.6,75.1,24.7,8.97,983.0,0.49,1
SMP-01912,51.5,59.4,24.7,4.43,2650.0,-0.43,0
SMP-01913,110.6,64.7,33.2,4.15,1096.0,-0.22,1
SMP-01914,257.7,38.1,26.9,8.42,738.0,-0.24,1
SMP-01915,10.3,47.3,16.8,8.18,895.0,-0.29,0
SMP-01916,133.1,67.3,46.1,9.37,1950.0,-0.38,1
SMP-01917,66.6,64.1,14.1,4.73,1999.0,0.49,0
SMP-01918,198.6,45.9,26.2,2.74,972.0,-0.14,1
SMP-01919,54.0,52.6,18.5,6.25,358.0,0.44,0
SMP-01920,106.3,64.2,31.7,9.27,586.0,0.29,1
SMP-01921,28.9,88.0,44.6,8.35,2330.0,0.38,1
SMP-01922,141.1,58.3,15.8,2.71,1205.0,0.05,0
SMP-01923,98.6,36.4,32.2,4.14,1311.0,-0.22,0
SMP-01924,185.8,55.1,36.7,0.89,412.0,0.11,1
SMP-01925,209.0,59.3,51.6,0.87,957.0,0.44,1
SMP-01926,127.7,87.0,51.4,1.86,2699.0,0.49,1
SMP-01927,196.6,38.6,46.0,0.48,1414.0,-0.48,1
SMP-01928,251.8,31.1,27.3,2.23,1527.0,-0.29,0
SMP-01929,67.3,75.8,23.4,3.15,357.0,-0.12,0
SMP-01930,230.9,44.8,17.1,6.08,1486.0,0.38,1
SMP-01931,13.6,72.5,40.6,1.89,1958.0,0.01,0
SMP-01932,149.8,78.0,40.9,6.86,772.0,-0.05,1
SMP-01933,187.3,69.9,49.8,9.49,719.0,-0.3,1
SMP-01934,117.9,71.6,28.3,2.87,2827.0,0.25,1
SMP-01935,189.2,36.2,16.9,4.69,1856.0,0.23,0
SMP-01936,251.6,76.8,14.2,4.91,1176.0,0.09,1
SMP-01937,152.0,76.7,41.4,7.98,318.0,0.06,1
SMP-01938,115.0,77.2,14.5,3.2,853.0,0.47,1
SMP-01939,189.0,35.0,44.5,8.54,617.0,0.05,1
SMP-01940,97.6,58.6,16.0,8.13,1766.0,0.19,0
SMP-01941,115.8,70.6,48.0,8.93,2018.0,-0.11,1
SMP-01942,158.7,35.3,25.8,6.58,1532.0,0.17,1
SMP-01943,100.6,93.8,17.3,8.45,574.0,-0.17,1
SMP-01944,11.0,42.5,14.7,5.43,2231.0,0.41,0
SMP-01945,235.0,75.2,37.2,7.27,3073.0,0.39,1
SMP-01946,186.5,34.4,40.4,2.93,2850.0,-0.11,1
SMP-01947,60.8,65.7,51.1,0.92,2126.0,-0.05,0
SMP-01948,187.2,68.6,43.3,1.25,2122.0,-0.22,1
SMP-01949,19.7,47.0,32.1,8.56,2228.0,0.45,0
SMP-01950,54.0,48.5,25.9,7.51,2440.0,0.25,0
SMP-01951,29.4,60.1,31.6,3.25,1648.0,0.14,0
SMP-01952,176.0,48.6,19.4,4.21,1334.0,0.47,0
SMP-01953,129.7,49.1,24.2,1.39,2642.0,0.08,0
SMP-01954,111.7,62.5,13.5,3.04,416.0,0.1,0
SMP-01955,140.4,93.6,35.5,7.84,2047.0,0.17,1
SMP-01956,23.5,50.0,25.0,3.39,3104.0,0.21,0
SMP-01957,108.8,55.4,22.3,7.14,1815.0,-0.5,0
SMP-01958,164.2,96.1,35.1,5.3,2042.0,0.21,1
SMP-01959,246.6,59.3,23.4,7.86,3005.0,0.01,1
SMP-01960,122.9,76.6,18.6,5.88,424.0,-0.01,1
SMP-01961,198.1,51.6,24.0,0.28,2394.0,-0.05,0
SMP-01962,171.2,94.9,34.8,1.29,3186.0,-0.49,1
SMP-01963,159.8,97.6,42.8,7.17,553.0,-0.06,1
SMP-01964,203.4,94.3,35.2,5.09,966.0,-0.33,1
SMP-01965,12.1,51.8,44.7,4.49,376.0,-0.13,0
SMP-01966,219.0,94.7,39.1,8.94,2667.0,-0.47,1
SMP-01967,178.8,97.8,25.3,5.51,441.0,-0.17,1
SMP-01968,170.6,88.8,27.5,8.15,3093.0,-0.29,1
SMP-01969,133.3,37.2,37.3,2.19,1273.0,-0.43,0
SMP-01970,102.1,77.0,44.8,1.38,2526.0,-0.29,1
SMP-01971,171.8,70.4,43.6,4.72,1143.0,-0.26,1
SMP-01972,257.3,65.7,49.1,3.3,2055.0,0.09,1
SMP-01973,44.0,86.1,23.6,2.05,2734.0,0.37,0
SMP-01974,212.1,77.9,47.6,7.66,3094.0,0.18,1
SMP-01975,250.8,41.3,23.8,7.97,2040.0,-0.06,1
SMP-01976,81.0,66.6,14.8,6.1,1749.0,-0.25,0
SMP-01977,85.6,48.3,46.5,7.18,1573.0,-0.16,0
SMP-01978,85.1,82.5,18.7,2.9,397.0,0.28,0
SMP-01979,127.0,42.0,43.7,9.42,895.0,0.41,1
SMP-01980,181.9,69.9,46.2,7.73,2592.0,-0.5,1
SMP-01981,180.9,56.4,25.2,8.02,2669.0,0.32,1
SMP-01982,73.3,87.2,13.7,7.6,853.0,0.46,1
SMP-01983,44.1,36.8,31.0,0.39,2070.0,-0.06,0
SMP-01984,198.7,46.5,27.0,3.5,462.0,0.04,1
SMP-01985,48.3,93.2,25.5,2.54,1552.0,0.44,0
SMP-01986,69.5,87.2,15.5,9.16,795.0,-0.44,1
SMP-01987,29.8,63.8,37.3,7.92,2076.0,-0.17,0
SMP-01988,224.0,78.3,42.4,5.12,779.0,0.39,1
SMP-01989,127.9,31.1,15.6,6.95,1040.0,0.01,0
SMP-01990,73.7,58.4,42.5,3.27,3151.0,0.4,0
SMP-01991,249.9,51.2,24.6,3.84,2127.0,0.35,1
SMP-01992,245.2,73.6,23.0,7.11,844.0,0.19,1
SMP-01993,135.3,84.6,35.1,1.98,1364.0,0.24,1
SMP-01994,176.8,94.7,16.2,9.26,1947.0,-0.11,1
SMP-01995,207.1,62.6,40.3,3.55,1568.0,0.21,1
SMP-01996,62.3,86.0,20.1,1.18,1991.0,0.12,0
SMP-01997,72.5,91.6,42.7,8.29,1539.0,-0.49,1
SMP-01998,10.7,48.1,14.4,7.28,2550.0,-0.02,0
SMP-01999,237.5,66.6,35.3,6.19,851.0,-0.48,1
SMP-02000,12.4,82.8,14.6,8.85,3128.0,-0.19,0
